# Notification catalogue coverage (viewer-notification-catalogue).
# Every reference notifications.xml entry -> owning family, status,
# owning task. status: ported (in this task's catalogue) | done (a
# bespoke dialog task already handles it) | followup (its family's
# follow-up task owns porting it) | excluded (not actually a
# notification: a form-template element the audit swept up).
# Regenerate notes in the task file.
name	family	status	owner
InvalidTerrainSize	estate-region	ported	viewer-notification-catalogue-estate-region
InvalidTerrainMaterialNotLoaded	estate-region	ported	viewer-notification-catalogue-estate-region
InvalidTerrainMaterialLoadFailed	estate-region	ported	viewer-notification-catalogue-estate-region
InvalidTerrainMaterialDoubleSided	estate-region	ported	viewer-notification-catalogue-estate-region
InvalidTerrainMaterialAlphaMode	estate-region	ported	viewer-notification-catalogue-estate-region
RawUploadStarted	estate-region	ported	viewer-notification-catalogue-estate-region
ConfirmBakeTerrain	estate-region	ported	viewer-notification-catalogue-estate-region
ConfirmTextureHeights	estate-region	ported	viewer-notification-catalogue-estate-region
MaxAllowedAgentOnRegion	estate-region	ported	viewer-notification-catalogue-estate-region
MaxBannedAgentsOnRegion	estate-region	ported	viewer-notification-catalogue-estate-region
MaxAgentOnRegionBatch	estate-region	ported	viewer-notification-catalogue-estate-region
MaxAllowedGroupsOnRegion	estate-region	ported	viewer-notification-catalogue-estate-region
MaxManagersOnRegion	estate-region	ported	viewer-notification-catalogue-estate-region
OwnerCanNotBeDenied	estate-region	ported	viewer-notification-catalogue-estate-region
ProblemAddingEstateManagerBanned	estate-region	ported	viewer-notification-catalogue-estate-region
ProblemBanningEstateManager	estate-region	ported	viewer-notification-catalogue-estate-region
GroupIsAlreadyInList	estate-region	ported	viewer-notification-catalogue-estate-region
AgentIsAlreadyInList	estate-region	ported	viewer-notification-catalogue-estate-region
AgentsAreAlreadyInList	estate-region	ported	viewer-notification-catalogue-estate-region
AgentWasAddedToList	estate-region	ported	viewer-notification-catalogue-estate-region
AgentsWereAddedToList	estate-region	ported	viewer-notification-catalogue-estate-region
AgentWasRemovedFromList	estate-region	ported	viewer-notification-catalogue-estate-region
AgentsWereRemovedFromList	estate-region	ported	viewer-notification-catalogue-estate-region
CanNotChangeAppearanceUntilLoaded	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
UsavedWearableChanges	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
ClassifiedMustBeAlphanumeric	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
CantSetBuyObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
FinishedRawDownload	estate-region	ported	viewer-notification-catalogue-estate-region
RequiredUpdate	login-session	ported	viewer-notification-catalogue-login-session
PauseForUpdate	login-session	ported	viewer-notification-catalogue-login-session
DownloadingUpdate	login-session	ported	viewer-notification-catalogue-login-session
OptionalUpdateReady	login-session	ported	viewer-notification-catalogue-login-session
PromptOptionalUpdate	login-session	ported	viewer-notification-catalogue-login-session
LoginFailedUnknown	login-session	ported	viewer-notification-catalogue-login-session
DeedObjectToGroup	objects-edit	ported	viewer-notification-catalogue-objects-edit
WebLaunchExternalTarget	web-browser	ported	viewer-notification-catalogue-web-browser
WebLaunchJoinNow	web-browser	ported	viewer-notification-catalogue-web-browser
WebLaunchSecurityIssues	web-browser	ported	viewer-notification-catalogue-web-browser
WebLaunchQAWiki	web-browser	ported	viewer-notification-catalogue-web-browser
WebLaunchPublicIssue	web-browser	ported	viewer-notification-catalogue-web-browser
WebLaunchSupportWiki	web-browser	ported	viewer-notification-catalogue-web-browser
WebLaunchLSLGuide	web-browser	ported	viewer-notification-catalogue-web-browser
WebLaunchLSLWiki	web-browser	ported	viewer-notification-catalogue-web-browser
ReturnToOwner	objects-edit	ported	viewer-notification-catalogue-objects-edit
GroupLeaveConfirmMember	groups	ported	viewer-notification-catalogue
GroupLeaveConfirmMemberNoFee	groups	ported	viewer-notification-catalogue-groups
OwnerCannotLeaveGroup	groups	ported	viewer-notification-catalogue-groups
GroupDepartError	groups	ported	viewer-notification-catalogue-groups
ConfirmKick	estate-region	ported	viewer-notification-catalogue-estate-region
MuteLinden	friends-people	ported	viewer-notification-catalogue-friends-people
CannotStartAuctionAlreadyForSale	land-parcel	ported	viewer-notification-catalogue-land-parcel
MuteByNameFailed	friends-people	ported	viewer-notification-catalogue-friends-people
CantModifyContentInNoModTask	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantOfferCallingCard	friends-people	ported	viewer-notification-catalogue-friends-people
CantOfferFriendship	friends-people	ported	viewer-notification-catalogue-friends-people
DoNotDisturbModeSet	im-chat	ported	viewer-notification-catalogue-im-chat
AutorespondModeSet	im-chat	ported	viewer-notification-catalogue-im-chat
AutorespondNonFriendsModeSet	im-chat	ported	viewer-notification-catalogue-im-chat
RejectTeleportOffersModeSet	teleport	ported	viewer-notification-catalogue-teleport
RejectTeleportOffersModeWarning	teleport	ported	viewer-notification-catalogue-teleport
RejectFriendshipRequestsModeSet	friends-people	ported	viewer-notification-catalogue-friends-people
RejectAllGroupInvitesModeSet	groups	ported	viewer-notification-catalogue-groups
JoinedTooManyGroupsMember	groups	ported	viewer-notification-catalogue-groups
JoinedTooManyGroups	groups	ported	viewer-notification-catalogue-groups
GroupLimitInfo	groups	ported	viewer-notification-catalogue-groups
GroupLimitInfoPlus	groups	ported	viewer-notification-catalogue-groups
KickUser	estate-region	ported	viewer-notification-catalogue-estate-region
KickAllUsers	estate-region	ported	viewer-notification-catalogue-estate-region
FreezeUser	estate-region	ported	viewer-notification-catalogue-estate-region
UnFreezeUser	estate-region	ported	viewer-notification-catalogue-estate-region
SetDisplayNameSuccess	premium-account	ported	viewer-notification-catalogue-premium-account
SetDisplayNameBlocked	premium-account	ported	viewer-notification-catalogue-premium-account
SetDisplayNameFailedLength	premium-account	ported	viewer-notification-catalogue-premium-account
SetDisplayNameFailedGeneric	premium-account	ported	viewer-notification-catalogue-premium-account
SetDisplayNameMismatch	premium-account	ported	viewer-notification-catalogue-premium-account
AgentDisplayNameUpdateThresholdExceeded	premium-account	ported	viewer-notification-catalogue-premium-account
AgentDisplayNameSetBlocked	premium-account	ported	viewer-notification-catalogue-premium-account
AgentDisplayNameSetInvalidUnicode	premium-account	ported	viewer-notification-catalogue-premium-account
AgentDisplayNameSetOnlyPunctuation	premium-account	ported	viewer-notification-catalogue-premium-account
DisplayNameUpdate	premium-account	ported	viewer-notification-catalogue-premium-account
DisplayNameUpdateRemoveAlias	premium-account	ported	viewer-notification-catalogue-premium-account
OfferTeleport	teleport	ported	viewer-notification-catalogue-teleport
TeleportRequestPrompt	teleport	ported	viewer-notification-catalogue-teleport
TooManyTeleportOffers	teleport	ported	viewer-notification-catalogue-teleport
OfferTeleportFromGod	teleport	ported	viewer-notification-catalogue-teleport
TeleportFromLandmark	teleport	ported	viewer-notification-catalogue-teleport
TeleportViaSLAPP	teleport	ported	viewer-notification-catalogue-teleport
TeleportToPick	teleport	ported	viewer-notification-catalogue-teleport
TeleportToClassified	teleport	ported	viewer-notification-catalogue-teleport
TeleportToHistoryEntry	teleport	ported	viewer-notification-catalogue-teleport
MessageEstate	estate-region	ported	viewer-notification-catalogue-estate-region
ChangeLindenEstate	estate-region	ported	viewer-notification-catalogue-estate-region
ChangeLindenAccess	estate-region	ported	viewer-notification-catalogue-estate-region
EstateAllowedAgentAdd	estate-region	ported	viewer-notification-catalogue-estate-region
EstateAllowedAgentRemove	estate-region	ported	viewer-notification-catalogue-estate-region
EstateAllowedGroupAdd	estate-region	ported	viewer-notification-catalogue-estate-region
EstateAllowedGroupRemove	estate-region	ported	viewer-notification-catalogue-estate-region
EstateBannedAgentAdd	estate-region	ported	viewer-notification-catalogue-estate-region
EstateBannedAgentRemove	estate-region	ported	viewer-notification-catalogue-estate-region
EstateManagerAdd	estate-region	ported	viewer-notification-catalogue-estate-region
EstateManagerRemove	estate-region	ported	viewer-notification-catalogue-estate-region
EstateAllowedExperienceAdd	estate-region	ported	viewer-notification-catalogue-estate-region
EstateAllowedExperienceRemove	estate-region	ported	viewer-notification-catalogue-estate-region
EstateBlockedExperienceAdd	estate-region	ported	viewer-notification-catalogue-estate-region
EstateBlockedExperienceRemove	estate-region	ported	viewer-notification-catalogue-estate-region
EstateTrustedExperienceAdd	estate-region	ported	viewer-notification-catalogue-estate-region
EstateTrustedExperienceRemove	estate-region	ported	viewer-notification-catalogue-estate-region
EstateKickUser	estate-region	ported	viewer-notification-catalogue-estate-region
EstateKickMultiple	estate-region	ported	viewer-notification-catalogue-estate-region
EstateTeleportHomeUser	estate-region	ported	viewer-notification-catalogue-estate-region
EstateTeleportHomeMultiple	estate-region	ported	viewer-notification-catalogue-estate-region
EstateBanUser	estate-region	ported	viewer-notification-catalogue-estate-region
EstateBanUserMultiple	estate-region	ported	viewer-notification-catalogue-estate-region
EstateParcelAccessOverride	estate-region	ported	viewer-notification-catalogue-estate-region
EstateParcelEnvironmentOverride	estate-region	ported	viewer-notification-catalogue-estate-region
RegionEntryAccessBlocked	estate-region	ported	viewer-notification-catalogue
EstateChangeCovenant	estate-region	ported	viewer-notification-catalogue-estate-region
SLM_UPDATE_FOLDER	marketplace	ported	viewer-notification-catalogue-marketplace
RegionEntryAccessBlocked_AdultsOnlyContent	preferences	ported	viewer-notification-catalogue-preferences
RegionEntryAccessBlocked_Notify	estate-region	ported	viewer-notification-catalogue
RegionEntryAccessBlocked_NotifyAdultsOnly	estate-region	ported	viewer-notification-catalogue-estate-region
RegionEntryAccessBlocked_Change	preferences	ported	viewer-notification-catalogue-preferences
RegionEntryAccessBlocked_PreferencesOutOfSync	estate-region	ported	viewer-notification-catalogue-estate-region
TeleportEntryAccessBlocked	teleport	ported	viewer-notification-catalogue
TeleportEntryAccessBlocked_AdultsOnlyContent	teleport	ported	viewer-notification-catalogue-teleport
TeleportEntryAccessBlocked_Notify	teleport	ported	viewer-notification-catalogue-teleport
TeleportEntryAccessBlocked_NotifyAdultsOnly	teleport	ported	viewer-notification-catalogue-teleport
TeleportEntryAccessBlocked_ChangeAndReTeleport	teleport	ported	viewer-notification-catalogue-teleport
TeleportEntryAccessBlocked_Change	teleport	ported	viewer-notification-catalogue-teleport
TeleportEntryAccessBlocked_PreferencesOutOfSync	teleport	ported	viewer-notification-catalogue-teleport
RegionTPSpecialUsageBlocked	teleport	ported	viewer-notification-catalogue-teleport
PreferredMaturityChanged	preferences	ported	viewer-notification-catalogue-preferences
MaturityChangeError	preferences	ported	viewer-notification-catalogue-preferences
LandClaimAccessBlocked	land-parcel	ported	viewer-notification-catalogue
LandClaimAccessBlocked_AdultsOnlyContent	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandClaimAccessBlocked_Notify	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandClaimAccessBlocked_NotifyAdultsOnly	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandClaimAccessBlocked_Change	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandBuyAccessBlocked	land-parcel	ported	viewer-notification-catalogue
LandBuyAccessBlocked_AdultsOnlyContent	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandBuyAccessBlocked_Notify	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandBuyAccessBlocked_NotifyAdultsOnly	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandBuyAccessBlocked_Change	land-parcel	ported	viewer-notification-catalogue-land-parcel
TooManyPrimsSelected	objects-edit	ported	viewer-notification-catalogue-objects-edit
TooManyScriptsSelected	objects-edit	ported	viewer-notification-catalogue-objects-edit
ProblemImportingEstateCovenant	estate-region	ported	viewer-notification-catalogue-estate-region
ProblemAddingEstateManager	estate-region	ported	viewer-notification-catalogue-estate-region
ProblemAddingEstateBanManager	estate-region	ported	viewer-notification-catalogue-estate-region
ProblemAddingEstateGeneric	estate-region	ported	viewer-notification-catalogue-estate-region
UnableToLoadNotecardAsset	inventory	ported	viewer-notification-catalogue-inventory
NotAllowedToViewNotecard	inventory	ported	viewer-notification-catalogue-inventory
MissingNotecardAssetID	inventory	ported	viewer-notification-catalogue-inventory
PublishClassified	money-economy	ported	viewer-notification-catalogue-money-economy
SetClassifiedMature	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
SetGroupMature	groups	ported	viewer-notification-catalogue-groups
ConfirmRestart	estate-region	ported	viewer-notification-catalogue-estate-region
MessageRegion	estate-region	ported	viewer-notification-catalogue-estate-region
RegionMaturityChange	estate-region	ported	viewer-notification-catalogue-estate-region
VoiceVersionMismatch	voice	ported	viewer-notification-catalogue-voice
BuyObjectOneOwner	money-economy	ported	viewer-notification-catalogue-money-economy
BuyContentsOneOnly	money-economy	ported	viewer-notification-catalogue-money-economy
BuyContentsOneOwner	money-economy	ported	viewer-notification-catalogue-money-economy
BuyOriginal	money-economy	ported	viewer-notification-catalogue-money-economy
BuyOriginalNoOwner	money-economy	ported	viewer-notification-catalogue-money-economy
BuyCopy	money-economy	ported	viewer-notification-catalogue-money-economy
BuyCopyNoOwner	money-economy	ported	viewer-notification-catalogue-money-economy
BuyContents	money-economy	ported	viewer-notification-catalogue-money-economy
BuyContentsNoOwner	money-economy	ported	viewer-notification-catalogue-money-economy
ConfirmPurchase	money-economy	ported	viewer-notification-catalogue-money-economy
ConfirmPurchasePassword	money-economy	ported	viewer-notification-catalogue-money-economy
SetPickLocation	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
ApplyInventoryToObject	inventory	ported	viewer-notification-catalogue-inventory
MoveInventoryFromObject	inventory	ported	viewer-notification-catalogue-inventory
MoveInventoryFromScriptedObject	inventory	ported	viewer-notification-catalogue-inventory
ClickActionNotPayable	objects-edit	ported	viewer-notification-catalogue-objects-edit
PayConfirmation	money-economy	ported	viewer-notification-catalogue-money-economy
PayObjectFailed	money-economy	ported	viewer-notification-catalogue-money-economy
PaymentBlockedButtonMismatch	money-economy	ported	viewer-notification-catalogue-money-economy
OpenObjectCannotCopy	inventory	ported	viewer-notification-catalogue-inventory
WebLaunchAccountHistory	web-browser	ported	viewer-notification-catalogue-web-browser
ConfirmAddingChatParticipants	im-chat	ported	viewer-notification-catalogue-im-chat
ConfirmQuit	misc	ported	viewer-notification-catalogue-misc
ConfirmRestoreToybox	preferences	ported	viewer-notification-catalogue-preferences
ConfirmClearAllToybox	preferences	ported	viewer-notification-catalogue-preferences
DeleteItems	inventory	ported	viewer-notification-catalogue-inventory
DeleteFilteredItems	inventory	ported	viewer-notification-catalogue-inventory
DeleteWornItems	inventory	ported	viewer-notification-catalogue-inventory
CantDeleteRequiredClothing	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
DeleteThumbnail	inventory	ported	viewer-notification-catalogue-inventory
ThumbnailDimentionsLimit	inventory	ported	viewer-notification-catalogue-inventory
ThumbnailInsufficientPermissions	inventory	ported	viewer-notification-catalogue-inventory
ThumbnailOutfitPhoto	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
ThumbnailSelectionTooLarge	inventory	ported	viewer-notification-catalogue-inventory
ConfirmUnlink	objects-edit	ported	viewer-notification-catalogue-objects-edit
HelpReportAbuseConfirm	security	ported	viewer-notification-catalogue-security
HelpReportAbuseSelectCategory	security	ported	viewer-notification-catalogue-security
HelpReportAbuseAbuserNameEmpty	security	ported	viewer-notification-catalogue-security
HelpReportAbuseAbuserLocationEmpty	security	ported	viewer-notification-catalogue-security
HelpReportAbuseSummaryEmpty	security	ported	viewer-notification-catalogue-security
HelpReportAbuseDetailsEmpty	security	ported	viewer-notification-catalogue-security
HelpReportAbuseContainsCopyright	security	ported	viewer-notification-catalogue-security
FailedRequirementsCheck	diagnostics	ported	viewer-notification-catalogue-diagnostics
ReplaceAttachment	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
TooManyWearables	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantLinkNotecard	inventory	ported	viewer-notification-catalogue-inventory
CantLinkMaterial	inventory	ported	viewer-notification-catalogue-inventory
DoNotDisturbModePay	money-economy	ported	viewer-notification-catalogue-money-economy
ParcelPlayingMedia	media-sound	ported	viewer-notification-catalogue-media-sound
ConfirmDeleteProtectedCategory	inventory	ported	viewer-notification-catalogue-inventory
PurgeSelectedItems	inventory	ported	viewer-notification-catalogue-inventory
ConfirmEmptyTrash	inventory	ported	viewer-notification-catalogue
TrashIsFull	inventory	ported	viewer-notification-catalogue-inventory
InventoryLimitReachedAIS	inventory	ported	viewer-notification-catalogue-inventory
InventoryLimitReachedAISAlert	inventory	ported	viewer-notification-catalogue-inventory
ConfirmClearBrowserCache	preferences	ported	viewer-notification-catalogue-preferences
ConfirmClearCache	preferences	ported	viewer-notification-catalogue-preferences
ConfirmClearInventoryCache	preferences	ported	viewer-notification-catalogue-preferences
ConfirmClearWebBrowserCache	preferences	ported	viewer-notification-catalogue-preferences
ConfirmClearCookies	preferences	ported	viewer-notification-catalogue-preferences
ConfirmClearMediaUrlList	preferences	ported	viewer-notification-catalogue-preferences
ConfirmEmptyLostAndFound	inventory	ported	viewer-notification-catalogue-inventory
ConfirmReplaceLink	inventory	ported	viewer-notification-catalogue-inventory
CopySLURL	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
WLSavePresetAlert	preferences	ported	viewer-notification-catalogue-preferences
WLNoEditDefault	preferences	ported	viewer-notification-catalogue-preferences
WLMissingSky	preferences	ported	viewer-notification-catalogue-preferences
WLRegionApplyFail	preferences	ported	viewer-notification-catalogue-preferences
WLLocalTextureDayBlock	preferences	ported	viewer-notification-catalogue-preferences
WLLocalTextureFixedBlock	preferences	ported	viewer-notification-catalogue-preferences
EnvCannotDeleteLastDayCycleKey	preferences	ported	viewer-notification-catalogue-preferences
DayCycleTooManyKeyframes	preferences	ported	viewer-notification-catalogue-preferences
EnvUpdateRate	preferences	ported	viewer-notification-catalogue-preferences
PPSaveEffectAlert	preferences	ported	viewer-notification-catalogue-preferences
ChatterBoxSessionStartError	im-chat	ported	viewer-notification-catalogue-im-chat
ChatterBoxSessionEventError	im-chat	ported	viewer-notification-catalogue-im-chat
ForceCloseChatterBoxSession	im-chat	ported	viewer-notification-catalogue-im-chat
Cannot_Purchase_an_Attachment	money-economy	ported	viewer-notification-catalogue-money-economy
DebitPermissionDetails	scripts	ported	viewer-notification-catalogue-scripts
AutoWearNewClothing	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
NotAgeVerified	security	ported	viewer-notification-catalogue-security
NotAgeVerified_Notify	security	ported	viewer-notification-catalogue-security
Cannot enter parcel: no payment info on file	money-economy	ported	viewer-notification-catalogue-money-economy
MissingString	diagnostics	ported	viewer-notification-catalogue-diagnostics
EnableMediaFilter	media-sound	ported	viewer-notification-catalogue-media-sound
MediaAlert	media-sound	ported	viewer-notification-catalogue-media-sound
MediaAlert2	media-sound	ported	viewer-notification-catalogue-media-sound
MediaAlertSingle	media-sound	ported	viewer-notification-catalogue-media-sound
AudioAlert	media-sound	ported	viewer-notification-catalogue-media-sound
AudioAlert2	media-sound	ported	viewer-notification-catalogue-media-sound
AudioAlertSingle	media-sound	ported	viewer-notification-catalogue-media-sound
SystemMessageTip	misc	ported	viewer-notification-catalogue-misc
ChatSystemMessageTip	im-chat	ported	viewer-notification-catalogue-im-chat
IMSystemMessageTip	im-chat	ported	viewer-notification-catalogue-im-chat
Cancelled	misc	ported	viewer-notification-catalogue-misc
CancelledAttach	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
ReplacedMissingWearable	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
GroupNotice	groups	done	viewer-group-notice-display
FriendOnlineOffline	friends-people	ported	viewer-notification-catalogue-friends-people
AddSelfFriend	friends-people	ported	viewer-notification-catalogue-friends-people
AddSelfRenderExceptions	friends-people	ported	viewer-notification-catalogue-friends-people
UploadingAuctionSnapshot	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
UploadPayment	money-economy	ported	viewer-notification-catalogue-money-economy
UploadWebSnapshotDone	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
UploadSnapshotDone	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
TerrainDownloaded	estate-region	ported	viewer-notification-catalogue-estate-region
GestureMissing	inventory	ported	viewer-notification-catalogue-inventory
UnableToLoadGesture	inventory	ported	viewer-notification-catalogue-inventory
LandmarkMissing	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
UnableToLoadLandmark	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
CapsKeyOn	login-session	ported	viewer-notification-catalogue-login-session
NotecardMissing	inventory	ported	viewer-notification-catalogue-inventory
NotecardNoPermissions	inventory	ported	viewer-notification-catalogue-inventory
MaterialMissing	objects-edit	ported	viewer-notification-catalogue-objects-edit
MaterialNoPermissions	objects-edit	ported	viewer-notification-catalogue-objects-edit
MaterialImagesWereScaled	objects-edit	ported	viewer-notification-catalogue-objects-edit
RezItemNoPermissions	objects-edit	ported	viewer-notification-catalogue-objects-edit
IMAcrossParentEstates	im-chat	ported	viewer-notification-catalogue-im-chat
TransferInventoryAcrossParentEstates	inventory	ported	viewer-notification-catalogue-inventory
UnableToLoadNotecard	inventory	ported	viewer-notification-catalogue-inventory
UnableToLoadMaterial	objects-edit	ported	viewer-notification-catalogue-objects-edit
MissingMaterialCaps	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantSelectReflectionProbe	objects-edit	ported	viewer-notification-catalogue-objects-edit
ScriptMissing	scripts	ported	viewer-notification-catalogue-scripts
ScriptNoPermissions	scripts	ported	viewer-notification-catalogue-scripts
UnableToLoadScript	scripts	ported	viewer-notification-catalogue-scripts
IncompleteInventory	inventory	ported	viewer-notification-catalogue-inventory
IncompleteInventoryItem	inventory	ported	viewer-notification-catalogue-inventory
CannotModifyProtectedCategories	inventory	ported	viewer-notification-catalogue-inventory
CannotRemoveProtectedCategories	inventory	ported	viewer-notification-catalogue-inventory
OfferedCard	friends-people	ported	viewer-notification-catalogue-friends-people
UnableToBuyWhileDownloading	money-economy	ported	viewer-notification-catalogue-money-economy
UnableToLinkWhileDownloading	objects-edit	ported	viewer-notification-catalogue-objects-edit
CannotBuyObjectsFromDifferentOwners	money-economy	ported	viewer-notification-catalogue-money-economy
ObjectNotForSale	money-economy	ported	viewer-notification-catalogue-money-economy
EnteringGodMode	estate-region	ported	viewer-notification-catalogue-estate-region
LeavingGodMode	estate-region	ported	viewer-notification-catalogue-estate-region
CopyFailed	inventory	ported	viewer-notification-catalogue-inventory
InventoryAccepted	inventory	ported	viewer-notification-catalogue-inventory
InventoryDeclined	inventory	ported	viewer-notification-catalogue-inventory
ObjectMessage	im-chat	ported	viewer-notification-catalogue-im-chat
CallingCardAccepted	friends-people	ported	viewer-notification-catalogue-friends-people
CallingCardDeclined	friends-people	ported	viewer-notification-catalogue-friends-people
TeleportToLandmark	ui-hints	ported	viewer-notification-catalogue-ui-hints
TeleportToPerson	ui-hints	ported	viewer-notification-catalogue
CantSelectLandFromMultipleRegions	land-parcel	ported	viewer-notification-catalogue-land-parcel
SearchWordBanned	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
NoContentToSearch	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
SystemMessage	misc	ported	viewer-notification-catalogue
FlickrConnect	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PrimfeedConnect	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PaymentReceived	money-economy	ported	viewer-notification-catalogue-money-economy
PaymentSent	money-economy	ported	viewer-notification-catalogue-money-economy
PaymentFailure	money-economy	ported	viewer-notification-catalogue-money-economy
EventNotification	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
TransferObjectsHighlighted	land-parcel	ported	viewer-notification-catalogue-land-parcel
DeactivatedGesturesTrigger	misc	ported	viewer-notification-catalogue-misc
NoQuickTime	media-sound	ported	viewer-notification-catalogue-media-sound
NoPlugin	media-sound	ported	viewer-notification-catalogue-media-sound
MediaPluginFailed	media-sound	ported	viewer-notification-catalogue-media-sound
OwnedObjectsReturned	objects-edit	ported	viewer-notification-catalogue-objects-edit
OtherObjectsReturned	objects-edit	ported	viewer-notification-catalogue-objects-edit
OtherObjectsReturned2	objects-edit	ported	viewer-notification-catalogue-objects-edit
GroupObjectsReturned	objects-edit	ported	viewer-notification-catalogue-objects-edit
UnOwnedObjectsReturned	objects-edit	ported	viewer-notification-catalogue-objects-edit
ServerObjectMessage	im-chat	ported	viewer-notification-catalogue-im-chat
NotSafe	land-parcel	ported	viewer-notification-catalogue-land-parcel
NoFly	land-parcel	ported	viewer-notification-catalogue-land-parcel
PushRestricted	land-parcel	ported	viewer-notification-catalogue-land-parcel
NoVoice	land-parcel	ported	viewer-notification-catalogue-land-parcel
NoBuild	land-parcel	ported	viewer-notification-catalogue-land-parcel
PathfindingDirty	estate-region	ported	viewer-notification-catalogue-estate-region
PathfindingDirtyRebake	estate-region	ported	viewer-notification-catalogue-estate-region
DynamicPathfindingDisabled	estate-region	ported	viewer-notification-catalogue-estate-region
PathfindingCannotRebakeNavmesh	estate-region	ported	viewer-notification-catalogue-estate-region
SeeAvatars	land-parcel	ported	viewer-notification-catalogue-land-parcel
ScriptsStopped	scripts	ported	viewer-notification-catalogue-scripts
ScriptsNotRunning	scripts	ported	viewer-notification-catalogue-scripts
NoOutsideScripts	scripts	ported	viewer-notification-catalogue-scripts
ClaimPublicLand	land-parcel	ported	viewer-notification-catalogue-land-parcel
RegionTPAccessBlocked	teleport	ported	viewer-notification-catalogue-teleport
RegionAboutToShutdown	estate-region	ported	viewer-notification-catalogue-estate-region
URBannedFromRegion	estate-region	ported	viewer-notification-catalogue-estate-region
NoTeenGridAccess	estate-region	ported	viewer-notification-catalogue-estate-region
ImproperPaymentStatus	estate-region	ported	viewer-notification-catalogue-estate-region
MustGetAgeRegion	estate-region	ported	viewer-notification-catalogue-estate-region
MustGetAgeParcel	land-parcel	ported	viewer-notification-catalogue-land-parcel
NoDestRegion	teleport	ported	viewer-notification-catalogue-teleport
NotAllowedInDest	teleport	ported	viewer-notification-catalogue-teleport
RegionParcelBan	teleport	ported	viewer-notification-catalogue-teleport
TelehubRedirect	teleport	ported	viewer-notification-catalogue-teleport
CouldntTPCloser	teleport	ported	viewer-notification-catalogue-teleport
TPCancelled	teleport	ported	viewer-notification-catalogue-teleport
FullRegionTryAgain	teleport	ported	viewer-notification-catalogue-teleport
GeneralFailure	teleport	ported	viewer-notification-catalogue-teleport
RoutedWrongRegion	teleport	ported	viewer-notification-catalogue-teleport
NoValidAgentID	teleport	ported	viewer-notification-catalogue-teleport
NoValidSession	teleport	ported	viewer-notification-catalogue-teleport
NoValidCircuit	teleport	ported	viewer-notification-catalogue-teleport
NoPendingConnection	teleport	ported	viewer-notification-catalogue-teleport
InternalUsherError	teleport	ported	viewer-notification-catalogue-teleport
NoGoodTPDestination	teleport	ported	viewer-notification-catalogue-teleport
InternalErrorRegionResolver	teleport	ported	viewer-notification-catalogue-teleport
NoValidLanding	teleport	ported	viewer-notification-catalogue-teleport
NoValidParcel	teleport	ported	viewer-notification-catalogue-teleport
ObjectGiveItem	inventory	done	viewer-dialog-offers-invites
OwnObjectGiveItem	inventory	ported	viewer-notification-catalogue-inventory
UserGiveItem	inventory	done	viewer-dialog-offers-invites
UserGiveItemLegacy	inventory	ported	viewer-notification-catalogue-inventory
GodMessage	misc	ported	viewer-notification-catalogue-misc
JoinGroup	groups	ported	viewer-notification-catalogue-groups
TeleportOffered	teleport	done	viewer-dialog-offers-invites
TeleportOffered_MaturityExceeded	teleport	done	viewer-dialog-offers-invites
TeleportOffered_MaturityBlocked	teleport	done	viewer-dialog-offers-invites
TeleportOffered_SLUrl	teleport	ported	viewer-notification-catalogue-teleport
TeleportOffered_MaturityExceeded_SLUrl	teleport	ported	viewer-notification-catalogue-teleport
